Model,N,N_banks,R_squared_within,b_covid_dummy,b_int_covid_unitvar,b_log_unit_var,p_covid_dummy,p_int_covid_unitvar,p_log_unit_var,se_covid_dummy,se_int_covid_unitvar,se_log_unit_var,t_covid_dummy,t_int_covid_unitvar,t_log_unit_var
Model_1_Leverage,282,6,0.03282287569526243,0.04670979887377005,-0.0001538964485704484,-0.015310271823463362,0.8179413898328958,0.9933378025238158,0.6993476545398956,0.20271975597390623,0.018414010171557443,0.039601546871481284,0.23041562303272733,-0.008357573778695919,-0.38660792400735544
