date,year,quarter,bank,total_assets,total_equity,total_liabilities,cet1_ratio,lcr_ratio,slr_ratio,roa,dividend_payout_ratio,repo,total_var
2016-09-30,2016,3,goldmansachs,879987.0,87110.0,792877.0,12.4,,6.3,0.66,13.29,73905.0,80.6161877553133
2016-09-30,2016,3,jpmorgan,2521029.0,254331.0,2266698.0,12.0,,8.5,0.95,30.16,152865.0,60.81572058734161
2016-09-30,2016,3,morganstanley,813891.0,77149.0,735429.0,15.8,,,0.65,30.6,46936.0,59.40140150391506
2016-09-30,2016,3,statestreet,256140.0,22150.0,233959.0,12.3,,6.8,0.84,28.99,4392.0,7.497
2016-09-30,2016,3,wellsfargo,1942124.0,203028.0,1738166.0,11.34,,,1.21,36.81,108468.0,22.0
2016-06-30,2016,2,bankofamerica,2186609.0,267069.0,1919540.0,10.6,,8.9,0.74,11.71,178062.0,54.0
2016-06-30,2016,2,bny,372351.0,38559.0,333054.0,10.2,106.0,5.8,0.84,22.78,7611.0,5.9
2016-06-30,2016,2,citigroup,1818771.0,231888.0,1585750.0,14.25,121.0,7.48,0.84,4.03,141603.0,88.0
2016-06-30,2016,2,goldmansachs,896843.0,86514.0,810329.0,12.2,,6.1,0.59,17.44,77530.0,87.68778317244605
2016-06-30,2016,2,jpmorgan,2466096.0,252423.0,2213673.0,12.0,,6.6,0.97,30.9,154101.0,63.64435875419471
2016-06-30,2016,2,morganstanley,828873.0,77116.0,750498.0,16.8,,8.3,0.58,31.07,50328.0,65.05867783762126
2016-06-30,2016,2,statestreet,255386.0,22073.0,233282.0,12.0,,7.0,0.78,22.74,4379.0,5.986
2016-06-30,2016,2,wellsfargo,1889235.0,201745.0,1686574.0,11.09,,,1.26,37.83,104812.0,21.0
2016-03-31,2016,1,bankofamerica,2185498.0,262776.0,1922722.0,10.3,,8.7,0.75,17.15,188960.0,50.0
2016-03-31,2016,1,bny,372870.0,38459.0,333585.0,10.6,107.0,5.9,0.83,23.33,14803.0,5.4
2016-03-31,2016,1,citigroup,1800967.0,227522.0,1572206.0,14.04,120.0,7.44,0.89,4.58,140643.0,108.0
2016-03-31,2016,1,goldmansachs,878036.0,86837.0,791199.0,12.2,,6.0,0.5,24.25,77617.0,101.83097400671151
2016-03-31,2016,1,jpmorgan,2423808.0,250157.0,2173651.0,11.7,,6.6,0.96,32.58,147396.0,76.37323050503365
2016-03-31,2016,1,morganstanley,807497.0,76010.0,730322.0,15.6,,8.2,0.61,35.73,59289.0,65.05867783762126
2016-03-31,2016,1,statestreet,243685.0,21496.0,222157.0,12.3,,6.9,0.74,42.32,4247.0,4.693
2016-03-31,2016,1,wellsfargo,1849182.0,197496.0,1650678.0,11.06,,,1.28,37.44,92875.0,18.0
2015-12-31,2015,4,bankofamerica,2144287.0,256176.0,1888111.0,11.6,,6.6,0.75,17.17,174291.0,53.0
2015-12-31,2015,4,bny,393780.0,38037.0,354805.0,10.8,,6.0,0.83,29.94,15002.0,4.8
2015-12-31,2015,4,citigroup,1731210.0,221857.0,1508118.0,14.6,112.0,7.08,0.97,4.88,131839.0,107.0
2015-12-31,2015,4,goldmansachs,861395.0,86728.0,774667.0,12.4,,5.9,0.71,51.05,86069.0,100.41665492328498
2015-12-31,2015,4,jpmorgan,2351698.0,247573.0,2104125.0,11.6,,6.5,0.99,31.94,134504.0,66.47299692104781
2015-12-31,2015,4,morganstanley,787465.0,75182.0,711281.0,15.5,,8.3,0.79,59.21,56008.0,65.05867783762126
2015-12-31,2015,4,statestreet,245155.0,21103.0,224020.0,12.5,,6.9,0.76,25.23,4505.0,7.022
2015-12-31,2015,4,wellsfargo,1787632.0,192998.0,1593741.0,11.42,,,1.34,38.04,82948.0,19.0
2015-09-30,2015,3,bankofamerica,2153006.0,255905.0,1897101.0,11.6,,8.5,0.76,12.45,199238.0,60.0
2015-09-30,2015,3,bny,377371.0,38170.0,338172.0,10.5,,5.9,0.73,23.34,8824.0,5.0
2015-09-30,2015,3,citigroup,1808356.0,220848.0,1586219.0,14.1,112.0,7.35,0.78,3.68,148680.0,116.0
2015-09-30,2015,3,goldmansachs,880559.0,87703.0,792856.0,12.7,,5.8,0.86,22.33,89481.0,104.65961217356464
2015-09-30,2015,3,jpmorgan,2417121.0,245728.0,2171393.0,11.4,,6.4,0.97,26.4,165410.0,76.37323050503365
2015-09-30,2015,3,morganstanley,834113.0,75287.0,757693.0,14.0,,8.1,0.46,40.17,78898.0,74.9589114216071
2015-09-30,2015,3,statestreet,247274.0,21500.0,225742.0,12.1,,6.3,0.72,25.79,7785.0,6.056
2015-09-30,2015,3,wellsfargo,1751265.0,193051.0,1557222.0,,,,1.38,35.38,,21.0
2015-06-30,2015,2,bankofamerica,2149034.0,251659.0,1897375.0,11.2,,8.5,0.54,10.91,213024.0,61.0
2015-06-30,2015,2,bny,395254.0,38270.0,355830.0,10.9,,5.8,0.77,23.39,10020.0,5.4
2015-06-30,2015,2,citigroup,1829370.0,219440.0,1608545.0,13.78,111.0,7.22,0.69,3.34,155322.0,113.0
2015-06-30,2015,2,goldmansachs,859879.0,87654.0,772225.0,12.5,,5.7,0.97,32.64,87642.0,108.90256942384428
2015-06-30,2015,2,jpmorgan,2449599.0,241205.0,2208394.0,11.0,,6.0,0.91,28.81,166676.0,59.40140150391506
2015-06-30,2015,2,morganstanley,825755.0,75038.0,749688.0,14.0,,7.9,0.54,26.45,88869.0,76.37323050503365
2015-06-30,2015,2,statestreet,294571.0,21500.0,273071.0,12.2,,6.0,0.64,35.48,10993.0,6.271
2015-06-30,2015,2,wellsfargo,1720617.0,189558.0,1529941.0,,,,1.41,36.02,,16.0
2015-03-31,2015,1,bankofamerica,2143545.0,250188.0,1893357.0,11.06,,8.4,0.41,19.41,203758.0,71.0
2015-03-31,2015,1,bny,399088.0,37328.0,360208.0,10.0,,5.6,0.72,25.46,7919.0,5.5
2015-03-31,2015,1,citigroup,1831801.0,214620.0,1615778.0,11.37,111.0,6.95,0.45,0.68,154559.0,131.0
2015-03-31,2015,1,goldmansachs,865458.0,85127.0,780331.0,12.6,,5.3,1.04,10.08,85833.0,114.55984575755048
2015-03-31,2015,1,jpmorgan,2577148.0,235864.0,2341284.0,10.7,,5.7,0.89,27.86,177101.0,60.81572058734161
2015-03-31,2015,1,morganstanley,829099.0,74162.0,753633.0,13.1,,7.8,0.55,12.03,88872.0,66.47299692104781
2015-03-31,2015,1,statestreet,279476.0,20819.0,258657.0,12.2,,5.8,0.77,33.24,10175.0,7.022
2015-03-31,2015,1,wellsfargo,1737737.0,188796.0,1547773.0,,,,1.43,33.05,,18.0
2014-12-31,2014,4,bankofamerica,2104534.0,243471.0,1861063.0,12.32,,,0.26,15.33,201277.0,59.0
2014-12-31,2014,4,bny,385303.0,37441.0,346600.0,11.2,,5.2,0.7,91.87,11469.0,5.5
2014-12-31,2014,4,citigroup,1842181.0,210185.0,1630485.0,10.57,112.0,6.62,0.4,16.52,147538.0,120.0
2014-12-31,2014,4,goldmansachs,855842.0,82797.0,773045.0,12.2,,9.0,0.96,13.53,88215.0,108.90256942384428
2014-12-31,2014,4,jpmorgan,2572274.0,231727.0,2340547.0,10.2,,5.6,0.87,33.95,170303.0,60.81572058734161
2014-12-31,2014,4,morganstanley,801510.0,70900.0,729406.0,12.6,,7.9,0.45,,95634.0,66.47299692104781
2014-12-31,2014,4,statestreet,274119.0,21328.0,252791.0,12.5,,6.4,0.78,27.07,8946.0,8.281
2014-12-31,2014,4,wellsfargo,1687155.0,184394.0,1501893.0,,,,1.47,35.15,,21.0
2014-09-30,2014,3,bankofamerica,2123613.0,238681.0,1884932.0,11.98,,,0.25,,217925.0,56.0
2014-09-30,2014,3,bny,386296.0,38451.0,346698.0,10.2,,5.4,0.78,18.67,9687.0,6.0
2014-09-30,2014,3,citigroup,1882849.0,212272.0,1668958.0,10.66,111.0,5.99,0.5,1.15,149361.0,121.0
2014-09-30,2014,3,goldmansachs,868933.0,82275.0,786658.0,11.8,,9.0,0.96,11.95,96660.0,93.34505950615224
2014-09-30,2014,3,jpmorgan,2527005.0,231277.0,2295728.0,10.2,,5.5,0.88,29.86,178710.0,50.91548700335576
2014-09-30,2014,3,morganstanley,814511.0,72918.0,740500.0,14.4,,8.2,0.66,16.22,106650.0,59.40140150391506
2014-09-30,2014,3,statestreet,274805.0,21156.0,253649.0,12.8,,6.4,0.82,23.25,9402.0,6.455
2014-09-30,2014,3,wellsfargo,1636855.0,182481.0,1453865.0,,,,1.51,33.8,,17.0
2014-06-30,2014,2,bankofamerica,2170557.0,237411.0,1933146.0,12.0,,,0.37,5.11,217829.0,59.0
2014-06-30,2014,2,bny,400740.0,38326.0,361266.0,10.0,,5.9,0.74,36.21,10301.0,7.9
2014-06-30,2014,2,citigroup,1909715.0,211362.0,1696616.0,10.58,123.0,5.7,0.51,29.41,160261.0,59.0
2014-06-30,2014,2,goldmansachs,859914.0,81629.0,778285.0,11.4,,8.4,0.88,13.26,106966.0,108.90256942384428
2014-06-30,2014,2,jpmorgan,2520336.0,227314.0,2293022.0,9.8,,5.4,0.65,27.62,196060.0,77.7875495884602
2014-06-30,2014,2,morganstanley,826568.0,70755.0,754367.0,13.9,,7.8,0.58,15.16,136869.0,67.88731600447436
2014-06-30,2014,2,statestreet,282324.0,21700.0,260624.0,12.8,,6.9,0.78,21.26,9182.0,6.912
2014-06-30,2014,2,wellsfargo,1598874.0,180859.0,1417325.0,,,,1.53,34.0,,24.0
2014-03-31,2014,1,bankofamerica,2149851.0,231888.0,1917963.0,11.8,,,0.45,,203108.0,59.0
2014-03-31,2014,1,bny,368241.0,37986.0,329272.0,11.1,,6.1,0.86,26.85,9935.0,9.0
2014-03-31,2014,1,citigroup,1894736.0,208462.0,1684494.0,10.47,120.0,5.6,0.72,0.81,166206.0,156.0
2014-03-31,2014,1,goldmansachs,915665.0,79099.0,836566.0,14.6,,8.2,0.83,13.55,138744.0,115.97416484097702
2014-03-31,2014,1,jpmorgan,2476986.0,219655.0,2257331.0,10.9,,,0.68,30.35,194144.0,59.40140150391506
2014-03-31,2014,1,morganstanley,831381.0,67071.0,761113.0,14.1,,7.6,0.49,6.8,141748.0,70.71595417132745
2014-03-31,2014,1,statestreet,256663.0,21273.0,235390.0,,,7.4,0.82,31.46,8971.0,5.13
2014-03-31,2014,1,wellsfargo,1546707.0,175654.0,1370238.0,,,,1.55,28.16,,24.0
2013-12-31,2013,4,bankofamerica,2102273.0,232685.0,1869588.0,10.91,,,0.53,3.08,198106.0,99.0
2013-12-31,2013,4,bny,374516.0,37497.0,336006.0,,,,0.6,35.48,9648.0,8.2
2013-12-31,2013,4,citigroup,1880382.0,204339.0,1674249.0,10.59,,5.4,0.73,1.35,176601.0,144.0
2013-12-31,2013,4,goldmansachs,911507.0,78467.0,833040.0,14.6,,8.1,0.87,11.65,164782.0,120.21712209125668
2013-12-31,2013,4,jpmorgan,2415689.0,211178.0,2204511.0,10.7,,,0.75,29.93,161654.0,62.23003967076816
2013-12-31,2013,4,morganstanley,832702.0,65921.0,763672.0,12.8,,7.6,0.45,1108.51,170244.0,74.9589114216071
2013-12-31,2013,4,statestreet,243291.0,20378.0,222913.0,15.5,,6.9,0.88,100.87,7972.0,5.13
2013-12-31,2013,4,wellsfargo,1523502.0,170142.0,1352494.0,,,,1.51,31.01,,23.0
2013-09-30,2013,3,bankofamerica,2126653.0,232282.0,1894371.0,11.08,,,0.41,5.14,226274.0,54.0
2013-09-30,2013,3,bny,371952.0,36959.0,333969.0,,,,0.64,18.44,9737.0,11.3
2013-09-30,2013,3,bny,371952.0,36959.0,333969.0,,,,0.64,18.44,9737.0,11.3
2013-09-30,2013,3,citigroup,1899511.0,200846.0,1696772.0,12.68,113.0,5.1,0.66,1.01,216387.0,117.0
2013-09-30,2013,3,goldmansachs,923223.0,77616.0,845607.0,,,,0.92,16.59,157781.0,114.55984575755048
2013-09-30,2013,3,jpmorgan,2463309.0,206670.0,2256639.0,10.5,,,0.77,,198118.0,63.64435875419471
2013-09-30,2013,3,morganstanley,832223.0,65128.0,763982.0,,,,0.54,0.0,160297.0,79.20186867188676
2013-09-30,2013,3,statestreet,217180.0,20430.0,196750.0,,,,0.97,21.61,10217.0,5.13
2013-09-30,2013,3,wellsfargo,1488055.0,167165.0,1319242.0,,,,1.52,29.76,,18.0
2013-06-30,2013,2,bankofamerica,2123320.0,231032.0,1892288.0,10.83,,,0.31,3.0,232609.0,69.0
2013-06-30,2013,2,bny,360505.0,35882.0,323574.0,,,,0.59,21.69,12600.0,11.3
2013-06-30,2013,2,citigroup,1883988.0,195926.0,1686162.0,12.16,110.0,4.9,0.52,0.69,218252.0,120.0
2013-06-30,2013,2,goldmansachs,938456.0,78043.0,860072.0,,,,0.91,13.0,158957.0,121.63144117468322
2013-06-30,2013,2,jpmorgan,2439494.0,209239.0,2230255.0,10.4,,,1.03,24.11,234573.0,56.57276333706197
2013-06-30,2013,2,morganstanley,802691.0,63181.0,736577.0,11.8,,,0.31,11.75,152736.0,86.2734640890195
2013-06-30,2013,2,statestreet,227300.0,20081.0,207219.0,,,,1.02,20.42,9252.0,5.13
2013-06-30,2013,2,wellsfargo,1440563.0,162421.0,1276786.0,,,,1.52,30.2,,15.0
2013-03-31,2013,1,bankofamerica,2174819.0,237293.0,1937526.0,10.49,,,0.23,9.82,248149.0,80.0
2013-03-31,2013,1,bny,355942.0,35690.0,319268.0,,,,0.5,,8602.0,13.0
2013-03-31,2013,1,citigroup,1881734.0,193359.0,1686395.0,11.84,116.0,,0.45,0.88,222053.0,110.0
2013-03-31,2013,1,goldmansachs,959223.0,77228.0,881563.0,,,,0.8,11.29,155356.0,117.38848392440356
2013-03-31,2013,1,jpmorgan,2389349.0,207086.0,2182263.0,10.2,,,0.97,19.16,224019.0,87.68778317244605
2013-03-31,2013,1,morganstanley,801383.0,62704.0,735311.0,11.5,,,0.23,10.26,142780.0,87.68778317244605
2013-03-31,2013,1,statestreet,218189.0,20869.0,197320.0,,,,1.03,26.03,12108.0,5.13
2013-03-31,2013,1,wellsfargo,1436634.0,162086.0,1273239.0,,,,1.46,26.75,,24.0
2012-12-31,2012,4,bankofamerica,2209974.0,236956.0,1973018.0,11.06,,,0.19,29.37,293259.0,100.0
2012-12-31,2012,4,bny,358990.0,36431.0,321548.0,,,,0.74,25.12,7427.0,10.5
2012-12-31,2012,4,citigroup,1864660.0,189049.0,1673663.0,,,,0.42,2.41,211236.0,137.0
2012-12-31,2012,4,goldmansachs,938555.0,75716.0,862839.0,,,,0.8,8.75,171807.0,100.41665492328498
2012-12-31,2012,4,jpmorgan,2359141.0,204069.0,2155072.0,11.0,,,0.92,22.22,240103.0,138.6032701758018
2012-12-31,2012,4,morganstanley,780960.0,62109.0,715532.0,,,,0.1,16.26,140900.0,106.0739312569912
2012-12-31,2012,4,statestreet,222582.0,20869.0,201713.0,,,,0.94,23.52,8405.0,5.13
2012-12-31,2012,4,wellsfargo,1422968.0,157554.0,1264057.0,,,,1.42,23.84,,18.0
2012-09-30,2012,3,bankofamerica,2166162.0,238606.0,1927556.0,,,,0.25,,273900.0,54.8
2012-09-30,2012,3,bny,339944.0,36218.0,302805.0,,,,0.71,21.86,12450.0,12.6
2012-09-30,2012,3,citigroup,1931346.0,186777.0,1742608.0,,,,0.39,6.74,224370.0,129.0
2012-09-30,2012,3,goldmansachs,949207.0,73687.0,874181.0,,,,0.59,15.91,166186.0,114.55984575755048
2012-09-30,2012,3,jpmorgan,2321284.0,199693.0,2121591.0,,,,0.84,22.09,257218.0,172.546928178039
2012-09-30,2012,3,morganstanley,764985.0,61799.0,699815.0,13.9,,,-0.03,,132661.0,101.83097400671151
2012-09-30,2012,3,statestreet,204522.0,20749.0,183773.0,,,,0.95,17.2,8102.0,5.13
2012-09-30,2012,3,wellsfargo,1374715.0,154679.0,1218656.0,,,,1.36,24.68,,19.0
2012-06-30,2012,2,bankofamerica,2160854.0,235975.0,1924879.0,,,,0.51,5.63,285914.0,62.5
2012-06-30,2012,2,bny,330283.0,34533.0,294898.0,,,,0.71,34.06,9162.0,10.0
2012-06-30,2012,2,citigroup,1916451.0,183911.0,1730612.0,,,,0.56,1.08,214851.0,149.0
2012-06-30,2012,2,goldmansachs,948638.0,72855.0,874560.0,,,,0.39,25.67,160442.0,120.21712209125668
2012-06-30,2012,2,jpmorgan,2290146.0,191572.0,2098574.0,,,,0.79,25.29,261657.0,106.0739312569912
2012-06-30,2012,2,morganstanley,748517.0,62841.0,676880.0,13.6,,,0.38,18.76,125756.0,107.48825034041774
2012-06-30,2012,2,statestreet,200777.0,19897.0,180880.0,,,,0.95,23.94,9564.0,5.13
2012-06-30,2012,2,wellsfargo,1336204.0,148070.0,1186767.0,,,,1.34,26.6,,31.0
2012-03-31,2012,1,bankofamerica,2181449.0,232499.0,1948950.0,,,,0.0,34.86,258491.0,84.1
2012-03-31,2012,1,bny,300169.0,34000.0,265340.0,,,,0.89,25.61,8285.0,9.0
2012-03-31,2012,1,citigroup,1944423.0,181820.0,1760700.0,,,,0.57,1.04,226008.0,178.0
2012-03-31,2012,1,goldmansachs,950932.0,71656.0,877899.0,,,,0.41,8.92,173092.0,134.36031292552215
2012-03-31,2012,1,jpmorgan,2320164.0,189269.0,2130895.0,,,,0.81,26.09,250483.0,114.55984575755048
2012-03-31,2012,1,morganstanley,781030.0,62324.0,710438.0,13.3,,,0.46,,130696.0,110.31688850727085
2012-03-31,2012,1,statestreet,187956.0,20159.0,167797.0,,,,1.04,28.18,8058.0,5.13
2012-03-31,2012,1,wellsfargo,1333799.0,145516.0,1186950.0,,,,1.3,28.97,,32.0
2011-12-31,2011,4,bankofamerica,2129046.0,230101.0,1898945.0,,,,0.07,6.82,214864.0,88.4
2011-12-31,2011,4,bny,325266.0,33417.0,291065.0,,,,0.9,31.8,6267.0,11.3
2011-12-31,2011,4,citigroup,1873878.0,177806.0,1694305.0,,,,0.59,3.14,198373.0,183.0
2011-12-31,2011,4,goldmansachs,923225.0,70379.0,851396.0,,,,0.48,19.12,164502.0,140.01758925922837
2011-12-31,2011,4,jpmorgan,2265792.0,183573.0,2082219.0,,,,0.87,28.67,213532.0,107.48825034041774
2011-12-31,2011,4,morganstanley,749898.0,62049.0,679820.0,,,,0.6,,120194.0,123.04576025810977
2011-12-31,2011,4,statestreet,216827.0,19398.0,197429.0,,,,1.02,23.45,9228.0,5.13
2011-12-31,2011,4,wellsfargo,1313867.0,140241.0,1172180.0,,,,1.26,16.26,,32.0
2011-09-30,2011,3,bankofamerica,2219628.0,230252.0,1989376.0,,,,-0.08,1.64,248116.0,163.7
2011-09-30,2011,3,bny,322187.0,33695.0,287658.0,,,,0.97,25.0,6768.0,13.3
2011-09-30,2011,3,citigroup,1935992.0,177372.0,1756650.0,,,,0.58,0.62,223612.0,196.0
2011-09-30,2011,3,goldmansachs,948909.0,70088.0,877346.0,,,,0.63,,143498.0,203.66194801342303
2011-09-30,2011,3,jpmorgan,2289240.0,182287.0,2106953.0,,,,0.91,25.18,238585.0,99.00233583985845
2011-09-30,2011,3,morganstanley,794939.0,61828.0,724845.0,,,,0.73,4.52,125088.0,202.24762892999652
2011-09-30,2011,3,statestreet,208795.0,19651.0,189144.0,,,,0.85,16.57,16477.0,5.13
2011-09-30,2011,3,wellsfargo,1304945.0,137768.0,1165701.0,,,,1.23,16.57,,30.0
2011-06-30,2011,2,bankofamerica,2261319.0,222176.0,2039143.0,,,,-0.66,,239521.0,229.2
2011-06-30,2011,2,bny,304706.0,33851.0,269983.0,,,,1.02,22.42,7572.0,8.1
2011-06-30,2011,2,citigroup,1956626.0,176364.0,1777981.0,,,,0.53,0.0,203843.0,168.0
2011-06-30,2011,2,goldmansachs,936910.0,72356.0,863362.0,,,,0.89,18.63,155450.0,120.21712209125668
2011-06-30,2011,2,jpmorgan,2246764.0,182879.0,2063885.0,,,,0.95,19.79,254124.0,108.90256942384428
2011-06-30,2011,2,morganstanley,830747.0,59707.0,762604.0,,,,0.55,,154448.0,182.44716176202485
2011-06-30,2011,2,statestreet,190455.0,19834.0,170621.0,,,,0.92,17.73,12247.0,5.13
2011-06-30,2011,2,wellsfargo,1259734.0,136401.0,1121818.0,,,,1.19,17.03,,28.0
2011-03-31,2011,1,bankofamerica,2274532.0,230876.0,2043656.0,,,,-0.15,6.09,260521.0,183.9
2011-03-31,2011,1,bny,266444.0,33258.0,232304.0,,,,1.11,18.11,5435.0,7.5
2011-03-31,2011,1,citigroup,1947815.0,171037.0,1774422.0,,,,0.49,1.0,187825.0,195.0
2011-03-31,2011,1,goldmansachs,933289.0,72469.0,859938.0,,,,0.84,21.81,165475.0,158.4037373437735
2011-03-31,2011,1,jpmorgan,2198161.0,180598.0,2017563.0,,,,0.9,20.52,285444.0,117.38848392440356
2011-03-31,2011,1,morganstanley,836185.0,58186.0,769677.0,,,,0.55,10.27,174960.0,189.51875717915755
2011-03-31,2011,1,statestreet,171796.0,19180.0,152616.0,,,,0.94,19.74,11738.0,5.13
2011-03-31,2011,1,wellsfargo,1244666.0,133471.0,1109723.0,,,,1.12,17.76,,25.0
2010-12-31,2010,4,bankofamerica,2264909.0,228248.0,2036661.0,,,,-0.1,,245359.0,157.1
2010-12-31,2010,4,bny,247259.0,32354.0,214102.0,,,,1.15,16.52,5602.0,3.9
2010-12-31,2010,4,citigroup,1913902.0,163468.0,1748113.0,,,,0.58,0.0,189558.0,191.0
2010-12-31,2010,4,goldmansachs,911332.0,77356.0,833104.0,,,,0.95,8.98,162345.0,156.98941826034695
2010-12-31,2010,4,jpmorgan,2117605.0,176106.0,1941499.0,,,,0.84,4.7,276644.0,123.04576025810977
2010-12-31,2010,4,morganstanley,807698.0,57211.0,742291.0,,,,0.69,11.92,168761.0,166.8896518443328
2010-12-31,2010,4,statestreet,160505.0,17787.0,142718.0,,,,0.98,6.17,15347.0,5.13
2010-12-31,2010,4,wellsfargo,1258128.0,126408.0,1130239.0,,,,1.01,8.11,,30.0
2010-09-30,2010,3,bankofamerica,2339660.0,230495.0,2109165.0,,,,-0.05,,296605.0,185.0
2010-09-30,2010,3,bny,254157.0,32153.0,221266.0,,,,1.14,17.58,3301.0,9.2
2010-09-30,2010,3,citigroup,1983280.0,162913.0,1818097.0,,,,0.1,0.0,192065.0,213.0
2010-09-30,2010,3,goldmansachs,908679.0,75657.0,832176.0,,,,1.22,11.51,150429.0,176.78988542831863
2010-09-30,2010,3,jpmorgan,2141595.0,173830.0,1967765.0,,,,0.76,5.15,314161.0,140.01758925922837
2010-09-30,2010,3,morganstanley,841372.0,56876.0,775790.0,,,,0.63,83.13,184173.0,294.1783693527222
2010-09-30,2010,3,statestreet,172964.0,17569.0,155395.0,,,,1.17,0.93,13979.0,5.13
2010-09-30,2010,3,wellsfargo,1220784.0,123658.0,1095619.0,,,,0.99,8.35,,31.0
2010-06-30,2010,2,bankofamerica,2368384.0,233174.0,2135210.0,,,,0.22,3.65,307211.0,189.0
2010-06-30,2010,2,bny,235693.0,30396.0,204588.0,,,,-0.18,16.64,2712.0,6.6
2010-06-30,2010,2,citigroup,1937656.0,154806.0,1780326.0,,,,-0.01,0.0,196112.0,188.0
2010-06-30,2010,2,goldmansachs,883188.0,73819.0,808400.0,,,,1.38,43.93,149908.0,195.17603351286377
2010-06-30,2010,2,jpmorgan,2014019.0,171120.0,1842899.0,,,,0.74,4.81,237455.0,127.28871750838942
2010-06-30,2010,2,morganstanley,809456.0,51013.0,750297.0,,,,0.71,6.27,199915.0,231.94832968195405
2010-06-30,2010,2,statestreet,162075.0,16059.0,146016.0,,,,1.11,1.17,14505.0,5.13
2010-06-30,2010,2,wellsfargo,1225862.0,119772.0,1104464.0,,,,0.96,9.03,,30.0
2010-03-31,2010,1,bankofamerica,2344634.0,229823.0,2114811.0,,,,0.22,3.88,270601.0,275.8
2010-03-31,2010,1,bny,220551.0,29683.0,190096.0,,,,-0.28,18.29,3882.0,10.9
2010-03-31,2010,1,citigroup,2002213.0,151421.0,1848434.0,,,,0.08,0.0,207911.0,200.0
2010-03-31,2010,1,goldmansachs,880528.0,72944.0,806600.0,,,,,6.16,153517.0,231.94832968195405
2010-03-31,2010,1,jpmorgan,2135796.0,164721.0,1971075.0,,,,0.61,7.09,295171.0,115.97416484097702
2010-03-31,2010,1,morganstanley,819719.0,48264.0,764540.0,,,,0.49,4.75,191482.0,236.1912869322337
2010-03-31,2010,1,statestreet,153971.0,15410.0,138561.0,,,,1.23,1.02,13280.0,5.13
2010-03-31,2010,1,wellsfargo,1223630.0,116142.0,1105476.0,,,,0.97,10.96,,38.0
2009-12-31,2009,4,bankofamerica,2230232.0,231444.0,1998788.0,,,,0.31,,255185.0,255.7
2009-12-31,2009,4,bny,212224.0,28977.0,183221.0,,,,-0.36,15.31,3348.0,8.1
2009-12-31,2009,4,citigroup,1856646.0,152700.0,1701673.0,,,,-0.06,,154281.0,163.0
2009-12-31,2009,4,goldmansachs,848942.0,70714.0,777268.0,,,,1.37,4.09,128360.0,216.390819764262
2009-12-31,2009,4,jpmorgan,2031989.0,165365.0,1866624.0,,,,0.55,7.05,261413.0,231.94832968195405
2009-12-31,2009,4,morganstanley,771462.0,46688.0,718682.0,,,,0.2,19.66,173057.0,264.4776686007647
2009-12-31,2009,4,statestreet,157946.0,14491.0,143455.0,,,,1.09,1.2,15074.0,5.13
2009-12-31,2009,4,wellsfargo,1243646.0,111786.0,1129287.0,,,,0.99,0.0,26016.0,45.0
2009-09-30,2009,3,bankofamerica,2251043.0,257683.0,1993360.0,,,,0.23,,249578.0,159.4
2009-09-30,2009,3,bny,212007.0,28295.0,183691.0,,,,-0.6,,2553.0,6.0
2009-09-30,2009,3,citigroup,1888599.0,140842.0,1745650.0,,,,-0.73,,178159.0,281.0
2009-09-30,2009,3,jpmorgan,2041009.0,162253.0,1878756.0,,,,0.36,6.39,310219.0,291.34973118586913
2009-09-30,2009,3,morganstanley,769506.0,46349.0,717282.0,,,,-2.13,10.37,163758.0,247.5058395996461
2009-09-30,2009,3,statestreet,163277.0,13440.0,149837.0,,,,0.7,0.92,16839.0,5.13
2009-09-30,2009,3,wellsfargo,1228625.0,122150.0,1099701.0,,,,0.75,8.87,,42.0
2009-09-25,2009,3,goldmansachs,882185.0,65354.0,815874.0,,,,-0.37,6.44,127035.0,
2009-06-30,2009,2,bankofamerica,2254394.0,255152.0,1999242.0,,,,0.35,3.63,263639.0,167.7
2009-06-30,2009,2,bny,203012.0,27276.0,175708.0,,,,0.65,37.83,2058.0,4.5
2009-06-30,2009,2,citigroup,1848533.0,152302.0,1694365.0,,,,-0.93,0.0,172016.0,260.0
2009-06-30,2009,2,jpmorgan,2026642.0,154766.0,1871876.0,,,,0.22,15.21,300931.0,377.6231952748886
2009-06-30,2009,2,morganstanley,676957.0,46586.0,625494.0,,,,-2.14,,101807.0,244.677201432793
2009-06-30,2009,2,statestreet,153421.0,12103.0,141318.0,,,,1.14,,16931.0,5.13
2009-06-30,2009,2,wellsfargo,1284177.0,114623.0,1162795.0,,,,0.55,8.31,,59.0
2009-06-26,2009,2,goldmansachs,889544.0,62813.0,825793.0,,,,-0.87,7.25,132982.0,
2009-03-31,2009,1,bankofamerica,2321963.0,239549.0,2082414.0,,,,0.35,2.3,246734.0,244.6
