costat,curcdq,datafmt,indfmt,consol,tic,datadate,gvkey,aamq,acchgq,accoq,acomincq,ahsq,amgwq,anoq,aociderglq,aociotherq,aocipenq,aocisecglq,aocoeq,aocorq,aol2q,aomq,aoq,apq,aqaq,aqdq,aqepsq,aqpl1q,aqpq,arolq,atq,aul3q,bmiiq,brclq,capr1q,capr2q,capr3q,capsq,caq,cdbiq,cdbniq,cdbtq,ceqq,cfpdoq,cibegniq,cicurrq,ciderglq,cimiiq,ciotherq,cipenq,ciq,cisecglq,citotalq,cmpq,cndq,coeitq,cprllq,csh12q,cshfd12,cshfdq,cshiq,cshopq,cshoq,cshprq,cstkcvq,cstkeq,cstkq,datpq,dd1q,dibq,diladq,dilavq,dlcq,dltccq,dlttq,doq,dpdcq,dpq,dprllq,dpscq,dptcq,dpticq,dteaq,dtedq,dteepsq,dtepq,dvcq,dvpq,epsf12,epsfi12,epsfiq,epsfxq,epspi12,epspiq,epspxq,epsx12,fcaq,fccq,fdacq,fdfrq,fedrcsq,feoenq,ffpssq,ffsq,ffsspq,fhlbq,flsq,foq,fyr,gdwlamq,gdwliaq,gdwlidq,gdwliepsq,gdwlipq,gdwlq,glaq,gldq,glepsq,gloq,glpq,hedgeglq,ibadj12,ibadjq,ibcomq,ibmiiq,ibq,icaptq,icndq,idbiq,idiisq,idilbcq,idisq,iditq,iditsq,idotsq,idtsq,iffsspq,iltdncq,intanoq,intanq,iospsq,ireoq,isgacq,isgtq,istq,itacoeq,ivaeqq,lcalq,lgq,lhsq,lndlfq,lnoq,lntalq,lol2q,loq,lqpl1q,lseq,ltmibq,ltq,lul3q,mbshsq,miafpirq,mibnq,mibq,mibtq,miiq,msaq,mtgiq,natpirq,natpirxq,ncoeacq,ncoemiq,ncoepsfx12,ncoepsfxq,ncoepspx12,ncoepspxq,ncoeq,ncoq,niadjq,niintq,niiplq,niitq,nimq,niq,npaoreq,npatq,nreq,nriq,nrtxtdq,nrtxtepsq,nrtxtq,oahsq,obq,ocoeq,ocorq,oebpnq,oepf12,oeps12,oepsxq,olbmq,oniiq,opepsq,optdrq,optfvgrq,optlifeq,optrfrq,optvolq,ospsq,ostq,pclq,piq,pllq,pnrshoq,ppentq,prcraq,prshoq,pshoq,pstklq,pstknq,pstkq,pstkrq,pvoaq,ragrq,rcaq,rcdq,rcepsq,rclq,rcocrq,rcpq,rdipaq,rdipdq,rdipepsq,rdipq,reajoq,recintq,rectaq,req,reunaq,rllq,rpagq,rraq,rrdq,rrepsq,rrpq,scdaq,sceccq,seqq,setaq,setdq,setepsq,setpq,shsq,sousgaq,spidq,spiepsq,spioaq,spiopq,spiq,stboq,stkcoq,stkcpaq,taiq,tbq,tcoeq,tcorq,tdomdq,tdsgq,tdstq,teplq,teqq,tfdq,tfq,tfvaq,tfvceq,tfvlq,tniiq,trbdiupq,tstkcq,tstknq,tstkpq,tstkq,ttisq,txdbaq,txiiq,txtq,uiq,ustsq,wdaq,wddq,wdepsq,wdpq,xadq,xcomq,xffpssq,xidoq,xindcq,xinsq,xintq,xiq,xlrq,xnitbq,xoptdq,xoptepsq,xoptq,xoreoq,xppq,xprbq,xsq,xstfwsq
A,USD,STD,BANK,C,BK,03/31/2014,002019,62144.0000,0.0000,,-689.0000,0.0000,0.0000,-14401.0000,,-689.0000,,0.0000,1210.0000,3049.0000,95354.0000,29269.0000,31567.0000,,,,,23160.0000,,,368241.0000,141.0000,20.0000,198.0000,17.0000,0.8000,17.8000,24176.0000,244.0000,125397.0000,6092.0000,131489.0000,36424.0000,312.0000,694.0000,37.0000,1.0000,23.0000,0.0000,19.0000,900.0000,149.0000,877.0000,27.0000,,904.0000,,1145.6938,1150.2828,1144.5100,1277.7400,11.5800,1140.3730,1138.6450,0.0100,-13.0000,13.0000,,,163176.0000,0.0000,648.0000,11267.0000,20616.0000,20616.0000,0.0000,89051.0000,333.0000,,,252227.0000,163176.0000,,,,,52.0000,13.0000,2.5400,2.5400,0.5700,0.5700,2.5500,0.5700,0.5700,2.5500,136.0000,,,,85.0000,239.0000,9935.0000,,12223.0000,0.0000,,,12,,,,,,18100.0000,,,,45.0000,,-7.7000,2912.0000,648.0000,661.0000,694.0000,674.0000,59585.0000,,119.0000,432.0000,211.0000,33.0000,812.0000,,405.0000,,17.0000,55.0000,5652.0000,23752.0000,27.0000,0.0000,,22.0000,99883.0000,224.3000,2797.0000,2168.0000,51868.0000,0.0000,,-13856.0000,51670.0000,29163.0000,45162.0000,2074.0000,368241.0000,329484.0000,329272.0000,41.0000,0.0000,,771.0000,212.0000,983.0000,20.0000,,,14.3000,14.3000,633.7000,659.7000,,,2.4800,0.5600,679.7000,0.0000,648.0000,728.0000,746.0000,744.0000,1.0500,674.0000,3.0000,146.0000,-12.0000,0.0000,,,,0.0000,0.0000,989.0000,181.0000,154.0000,2.3200,2.3200,0.5600,1305.0000,136.0000,0.5600,,,,,,6692.0000,34131.0000,-18.0000,926.0000,-18.0000,0.0160,1613.0000,32.4100,0.0000,0.0160,1562.0000,1562.0000,1562.0000,0.0000,,,,,,198.0000,0.0000,,,,,,-689.0000,533.0000,,15750.0000,16439.0000,198.0000,,,,,,,1737.0000,37986.0000,,,,,0.0000,42163.0000,,,,,,1305.0000,,,,31883.0000,2805.0000,3709.0000,141876.0000,,10832.0000,-7.7000,38757.0000,110351.0000,843.0000,104254.0000,,17422.0000,2919.0000,-18.0000,3515.0000,137.3670,0.0000,3515.0000,93191.0000,0.0000,405.0000,232.0000,9934.0000,16897.0000,,,,,64.0000,,,0.0000,22.0000,7.0000,84.0000,0.0000,1511.0000,2739.0000,0.0000,0.0000,0.0000,0.0000,1765.0000,586.0000,625.0000,925.0000
A,USD,STD,BANK,C,BK,06/30/2014,002019,59428.0000,0.0000,,-402.0000,0.0000,0.0000,-15468.0000,,-402.0000,,0.0000,1495.0000,3170.0000,100195.0000,26420.0000,28768.0000,,,,,23763.0000,,,400740.0000,132.0000,17.0000,187.0000,14.8000,1.0000,15.8000,24303.0000,143.0000,147116.0000,6173.0000,153289.0000,36764.0000,314.0000,594.0000,77.0000,-2.0000,18.0000,0.0000,17.0000,882.0000,196.0000,864.0000,27.0000,,793.0000,,1140.9393,1146.1340,1139.8000,1281.5850,0.0130,1131.5960,1133.5560,0.0100,-10.0000,13.0000,,,172869.0000,0.0000,544.0000,11786.0000,20327.0000,20327.0000,0.0000,109570.0000,313.0000,,,282439.0000,172869.0000,,,,,319.0000,23.0000,2.3000,2.3000,0.4800,0.4800,2.3200,0.4800,0.4800,2.3200,130.0000,,,,82.0000,234.0000,10301.0000,,15062.0000,0.0000,,,12,,,,,,18196.0000,,,,34.0000,,-7.6000,2640.0000,544.0000,554.0000,594.0000,577.0000,59801.0000,,132.0000,410.0000,220.0000,30.0000,811.0000,,383.0000,,19.0000,60.0000,5631.0000,23827.0000,27.0000,0.0000,,18.0000,105234.0000,210.7000,2906.0000,2190.0000,57058.0000,0.0000,,-14950.0000,56871.0000,29687.0000,46714.0000,1915.0000,400740.0000,361505.0000,361266.0000,51.0000,0.0000,,909.0000,239.0000,1148.0000,17.0000,,,11.7000,11.7000,532.3000,565.3000,,,2.2600,0.4700,582.3000,-3.0000,544.0000,719.0000,731.0000,736.0000,0.9800,577.0000,4.0000,142.0000,122.0000,0.0000,,,,0.0000,0.0000,1273.0000,231.0000,152.0000,2.1500,2.1600,0.5500,1458.0000,197.0000,0.5500,,,,,,6252.0000,35790.0000,-12.0000,811.0000,-12.0000,0.0160,1590.0000,34.1400,0.0000,0.0160,1562.0000,1562.0000,1562.0000,0.0000,,,,,,187.0000,0.0000,,,,,,-402.0000,624.0000,,16394.0000,16796.0000,187.0000,,,,,,,1764.0000,38326.0000,,,,,0.0000,44665.0000,,,,,-122.0000,1458.0000,,,,32113.0000,3026.0000,3819.0000,162524.0000,,10856.0000,-6.3000,39235.0000,119915.0000,883.0000,108622.0000,,16703.0000,3026.0000,-12.0000,3946.0000,149.9890,0.0000,3946.0000,98982.0000,0.0000,383.0000,217.0000,918.0000,18527.0000,,,,,68.0000,,,0.0000,24.0000,8.0000,92.0000,0.0000,1439.0000,2946.0000,0.0000,0.0000,0.0000,0.0000,1724.0000,536.0000,769.0000,903.0000
A,USD,STD,BANK,C,BK,09/30/2014,002019,56934.0000,0.0000,,-916.0000,0.0000,0.0000,-17141.0000,,-916.0000,,0.0000,1472.0000,4011.0000,107103.0000,25209.0000,27474.0000,,,,,28508.0000,,,386296.0000,114.0000,23.0000,191.0000,12.3000,0.4000,12.7000,24499.0000,54.0000,122658.0000,6410.0000,129068.0000,36889.0000,323.0000,1106.0000,-589.0000,-12.0000,-54.0000,0.0000,19.0000,515.0000,-9.0000,569.0000,0.0000,,1642.0000,,1135.4698,1141.7788,1134.8710,1286.6710,10.9720,1125.7100,1126.9460,0.0100,-20.0000,13.0000,,,163791.0000,0.0000,1050.0000,10539.0000,21583.0000,21583.0000,0.0000,101105.0000,330.0000,,,264896.0000,163791.0000,,,,,196.0000,13.0000,2.4100,2.4100,0.9300,0.9300,2.4200,0.9300,0.9300,2.4200,153.0000,,,,80.0000,234.0000,9687.0000,,17375.0000,0.0000,,,12,,,,,,17992.0000,519.0000,0.4500,0.4600,6.0000,836.0000,-4.4000,2745.0000,1050.0000,1070.0000,1106.0000,1083.0000,61181.0000,,109.0000,422.0000,222.0000,32.0000,809.0000,,398.0000,,24.0000,58.0000,5541.0000,23533.0000,24.0000,0.0000,,20.0000,116142.0000,549.0000,2346.0000,2172.0000,55355.0000,0.0000,,-16635.0000,55164.0000,31828.0000,49680.0000,1227.0000,386296.0000,346944.0000,346698.0000,26.0000,0.0000,,901.0000,246.0000,1147.0000,23.0000,,,13.0000,13.0000,1037.0000,1070.0000,,,2.3600,0.9200,1093.0000,-4.0000,1050.0000,721.0000,740.0000,736.0000,0.9400,1083.0000,4.0000,147.0000,220.0000,836.0000,,,,0.0000,0.0000,1257.0000,973.0000,154.0000,2.1700,2.1800,0.6400,852.0000,131.0000,0.6400,,,,,,5433.0000,37515.0000,-19.0000,1662.0000,-19.0000,0.0160,1351.0000,39.2900,0.0000,0.0160,1562.0000,1562.0000,1562.0000,0.0000,,,,,,191.0000,0.0000,,,,,,-916.0000,565.0000,,16754.0000,17670.0000,191.0000,,,,,,,1863.0000,38451.0000,,,,,0.0000,47927.0000,,,,,616.0000,852.0000,,,,32122.0000,3037.0000,4679.0000,157845.0000,,11613.0000,-7.0000,39352.0000,107051.0000,881.0000,118584.0000,,16446.0000,3890.0000,-19.0000,4377.0000,160.9610,0.0000,4377.0000,110709.0000,0.0000,398.0000,556.0000,894.0000,25267.0000,,,,,61.0000,,,0.0000,24.0000,6.0000,88.0000,0.0000,1477.0000,2968.0000,0.0000,0.0000,0.0000,0.0000,1700.0000,568.0000,653.0000,909.0000
A,USD,STD,BANK,C,BK,12/31/2014,002019,54604.0000,0.0000,,-1634.0000,0.0000,0.0000,-18347.0000,-6.0000,0.0000,-1301.0000,0.0000,2107.0000,3057.0000,111428.0000,25076.0000,26842.0000,,,,,26259.0000,,,385303.0000,90.0000,24.0000,191.0000,12.2000,0.3000,12.5000,24626.0000,247.0000,116177.0000,6970.0000,123147.0000,35879.0000,390.0000,257.0000,-331.0000,-2.0000,-28.0000,0.0000,-456.0000,-513.0000,19.0000,-485.0000,0.0000,,133.0000,,1129.8970,1137.4800,1129.0400,1290.2230,11.0000,1118.2280,1120.6720,0.0100,0.0000,13.0000,,3650.0000,161629.0000,0.0000,209.0000,15905.0000,16614.0000,16614.0000,0.0000,104240.0000,316.0000,,,265869.0000,161629.0000,,,,,196.0000,24.0000,2.1500,2.1500,0.1800,0.1800,2.1700,0.1800,0.1800,2.1700,151.0000,,,,75.0000,225.0000,11469.0000,,20302.0000,0.0000,,,12,,,,,,17869.0000,0.0000,0.0000,0.0000,26.0000,0.0000,-15.5000,2451.0000,209.0000,209.0000,257.0000,233.0000,55317.0000,,85.0000,439.0000,226.0000,26.0000,802.0000,,417.0000,,26.0000,69.0000,4127.0000,21996.0000,22.0000,0.0000,,31.0000,119710.0000,-103.8500,2840.0000,1282.0000,57850.0000,0.0000,,-17797.0000,57659.0000,33267.0000,48212.0000,422.0000,385303.0000,346829.0000,346600.0000,9.0000,0.0000,,1033.0000,229.0000,1262.0000,24.0000,742.0000,,20.1500,20.1500,188.8500,212.8500,,,2.1200,0.1700,236.8500,-9.0000,209.0000,712.0000,711.0000,726.0000,0.9100,233.0000,3.0000,128.0000,800.0000,0.0000,0.1300,0.1300,150.0000,0.0000,0.0000,1881.0000,163.0000,150.0000,2.3100,2.3400,0.5700,4436.0000,137.0000,0.6000,,,,,,5271.0000,38970.0000,1.0000,164.0000,1.0000,0.0160,1394.0000,39.2700,0.0000,0.0160,1562.0000,1562.0000,1562.0000,0.0000,,,,,,191.0000,0.0000,,,,,,-1307.0000,607.0000,-1069.0000,16049.0000,17683.0000,191.0000,,,,,,,1747.0000,37441.0000,,,,,0.0000,50425.0000,,,,,-800.0000,786.0000,28.0000,17.0000,,32519.0000,3615.0000,3748.0000,157476.0000,,9881.0000,-10.8500,38474.0000,108393.0000,885.0000,119430.0000,,15901.0000,2977.0000,1.0000,4809.0000,171.9950,0.0000,4809.0000,114439.0000,0.0000,417.0000,-93.0000,866.0000,25044.0000,,,,,75.0000,,,0.0000,13.0000,8.0000,90.0000,0.0000,1418.0000,3524.0000,0.0000,0.0000,0.0000,0.0000,1159.0000,525.0000,616.0000,893.0000
A,USD,STD,BANK,C,BK,03/31/2015,002019,55166.0000,0.0000,,-2182.0000,0.0000,0.0000,-17874.0000,,-2182.0000,,0.0000,1217.0000,3133.0000,101491.0000,24880.0000,26487.0000,,,,,24322.0000,,,399088.0000,71.0000,31.0000,190.0000,10.9000,0.3000,11.2000,24887.0000,304.0000,108641.0000,7167.0000,115808.0000,35766.0000,302.0000,810.0000,-601.0000,-1.0000,-8.0000,0.0000,-104.0000,223.0000,119.0000,231.0000,0.0000,,1066.0000,,1124.9440,1132.5043,1126.3060,1303.8000,10.2930,1121.5120,1118.6020,0.0100,-15.0000,13.0000,,,169637.0000,0.0000,751.0000,8788.0000,20401.0000,20401.0000,0.0000,111622.0000,340.0000,,,281259.0000,169637.0000,,,,,192.0000,13.0000,2.2600,2.2600,0.6700,0.6700,2.2600,0.6700,0.6700,2.2600,229.0000,,,,70.0000,221.0000,7919.0000,,28268.0000,0.0000,,,12,,,,,,17663.0000,,,,15.0000,,-2.3000,2554.0000,751.0000,766.0000,810.0000,779.0000,59281.0000,,75.0000,461.0000,223.0000,18.0000,807.0000,,439.0000,,30.0000,61.0000,5379.0000,23042.0000,22.0000,0.0000,,24.0000,129402.0000,271.6000,2722.0000,1197.0000,61129.0000,0.0000,,-16999.0000,60939.0000,31447.0000,49760.0000,475.0000,399088.0000,360423.0000,360208.0000,6.0000,0.0000,,1337.0000,215.0000,1552.0000,31.0000,,,15.6000,15.6000,735.4000,763.4000,,,2.2200,0.6600,794.4000,1.0000,751.0000,728.0000,726.0000,743.0000,0.9700,779.0000,4.0000,128.0000,-3.0000,0.0000,,,,0.0000,0.0000,994.0000,153.0000,151.0000,2.4300,2.4600,0.6700,869.0000,138.0000,0.6700,,,,,,5160.0000,38798.0000,2.0000,1090.0000,2.0000,0.0160,1410.0000,38.8500,0.0000,0.0160,1562.0000,1562.0000,1562.0000,0.0000,,,,,,190.0000,0.0000,,,,,,-2182.0000,557.0000,,16075.0000,18257.0000,190.0000,,,,,,,1791.0000,37328.0000,,,,,0.0000,56486.0000,0.0000,0.0000,2.0000,3.0000,3.0000,869.0000,,,,29189.0000,2781.0000,3847.0000,172246.0000,,9505.0000,-8.4000,38665.0000,109013.0000,867.0000,108010.0000,,14929.0000,3064.0000,2.0000,5209.0000,182.2880,0.0000,5209.0000,124242.0000,0.0000,439.0000,280.0000,843.0000,28958.0000,,,,,61.0000,,,0.0000,15.0000,3.0000,79.0000,0.0000,1485.0000,2700.0000,0.0000,0.0000,0.0000,0.0000,1050.0000,614.0000,634.0000,871.0000
A,USD,STD,BANK,C,BK,06/30/2015,002019,47724.0000,0.0000,,-2225.0000,0.0000,0.0000,-11740.0000,,-2225.0000,,0.0000,1287.0000,3183.0000,84273.0000,17391.0000,19045.0000,,,,,18065.0000,,,395254.0000,40.0000,36.0000,183.0000,12.5000,0.3000,12.8000,25078.0000,299.0000,122316.0000,8353.0000,130669.0000,35718.0000,299.0000,889.0000,329.0000,9.0000,70.0000,0.0000,21.0000,880.0000,-368.0000,810.0000,0.0000,,1149.0000,,1119.9960,1128.0548,1122.1350,1308.1810,19.3760,1106.5180,1113.7900,0.0100,-9.0000,13.0000,,,169620.0000,0.0000,821.0000,10726.0000,20375.0000,20375.0000,0.0000,114810.0000,368.0000,,,284430.0000,169620.0000,,,,,192.0000,23.0000,2.5100,2.5100,0.7300,0.7300,2.5200,0.7400,0.7400,2.5200,187.0000,,,,70.0000,219.0000,10020.0000,,23930.0000,0.0000,,,12,,,,,,17807.0000,,,,60.0000,,7.1000,2831.0000,821.0000,830.0000,889.0000,853.0000,59799.0000,,71.0000,489.0000,230.0000,21.0000,847.0000,,468.0000,,36.0000,52.0000,5348.0000,23155.0000,21.0000,0.0000,,16.0000,123485.0000,270.4000,2731.0000,1077.0000,62061.0000,0.0000,,-11168.0000,61878.0000,17883.0000,40299.0000,264.0000,395254.0000,356074.0000,355830.0000,1.0000,0.0000,,910.0000,244.0000,1154.0000,36.0000,,,10.4000,10.4000,810.6000,842.6000,,,2.4800,0.7300,878.6000,1.0000,821.0000,779.0000,785.0000,794.0000,1.0000,853.0000,5.0000,142.0000,59.0000,0.0000,,,,0.0000,0.0000,1074.0000,183.0000,149.0000,2.6400,2.6800,0.7700,706.0000,123.0000,0.7700,,,,,,4548.0000,38693.0000,-6.0000,1165.0000,-6.0000,0.0260,1412.0000,43.0700,0.0000,0.0260,2552.0000,2552.0000,2552.0000,0.0000,,,,,,183.0000,0.0000,,,,,,-2225.0000,574.0000,,16670.0000,18895.0000,183.0000,,,,,,,1843.0000,38270.0000,,,,,0.0000,56006.0000,-0.0300,-0.0300,-38.0000,-59.0000,-59.0000,706.0000,,,,31101.0000,2789.0000,3938.0000,173122.0000,,7568.0000,-5.6000,39180.0000,111308.0000,878.0000,90638.0000,,6980.0000,3107.0000,-6.0000,6043.0000,201.6630,0.0000,6043.0000,118937.0000,0.0000,468.0000,276.0000,733.0000,24238.0000,,,,,72.0000,,,0.0000,8.0000,8.0000,68.0000,0.0000,1434.0000,2727.0000,0.0000,0.0000,0.0000,0.0000,1080.0000,557.0000,644.0000,877.0000
A,USD,STD,BANK,C,BK,09/30/2015,002019,48584.0000,0.0000,,-2355.0000,0.0000,0.0000,-11747.0000,,-2355.0000,,0.0000,1244.0000,3094.0000,82040.0000,18629.0000,20282.0000,,,,,16755.0000,,,377371.0000,11.0000,-6.0000,181.0000,11.9000,0.3000,12.2000,25168.0000,298.0000,102428.0000,8234.0000,110662.0000,35618.0000,301.0000,827.0000,-163.0000,0.0000,-23.0000,0.0000,23.0000,680.0000,-7.0000,703.0000,0.0000,,1087.0000,,1112.7100,1120.7413,1105.6450,1310.4370,15.8210,1092.9530,1098.0030,0.0100,-6.0000,13.0000,,,165657.0000,0.0000,814.0000,9472.0000,21430.0000,21430.0000,0.0000,101111.0000,376.0000,,,266768.0000,165657.0000,,,,,190.0000,13.0000,2.3100,2.3100,0.7400,0.7400,2.3300,0.7400,0.7400,2.3300,179.0000,,,,72.0000,224.0000,8824.0000,,28901.0000,0.0000,,,12,,,,,,17679.0000,,,,-1.0000,,-6.8000,2595.0000,814.0000,820.0000,827.0000,833.0000,60629.0000,,67.0000,473.0000,241.0000,18.0000,838.0000,,453.0000,,39.0000,65.0000,5266.0000,22945.0000,20.0000,0.0000,,22.0000,120557.0000,274.3000,2585.0000,1106.0000,62203.0000,0.0000,,-11397.0000,62022.0000,17914.0000,40502.0000,282.0000,377371.0000,338419.0000,338172.0000,0.0000,0.0000,,782.0000,247.0000,1029.0000,-6.0000,,,14.3000,14.3000,799.7000,818.7000,,,2.2800,0.7300,812.7000,1.0000,814.0000,759.0000,758.0000,773.0000,0.9800,833.0000,7.0000,123.0000,11.0000,0.0000,,,,0.0000,0.0000,1019.0000,78.0000,152.0000,2.7400,2.7900,0.7400,648.0000,79.0000,0.7500,,,,,,4335.0000,36920.0000,1.0000,1109.0000,1.0000,0.0260,1361.0000,43.5700,0.0000,0.0260,2552.0000,2552.0000,2552.0000,0.0000,,,,,,181.0000,0.0000,,,,,,-2355.0000,530.0000,,17170.0000,19525.0000,181.0000,,,,,,,1923.0000,38170.0000,,,,,0.0000,55463.0000,-0.0100,-0.0100,-8.0000,-11.0000,-11.0000,648.0000,,,,30902.0000,2760.0000,3847.0000,155184.0000,,6645.0000,-7.7000,38952.0000,111584.0000,829.0000,87059.0000,,6799.0000,3031.0000,1.0000,6733.0000,217.4840,0.0000,6733.0000,116222.0000,0.0000,453.0000,282.0000,715.0000,23839.0000,,,,,59.0000,,,0.0000,9.0000,5.0000,79.0000,0.0000,1437.0000,2680.0000,,,,0.0000,1123.0000,532.0000,648.0000,905.0000
A,USD,STD,BANK,C,BK,12/31/2015,002019,44982.0000,0.0000,,-2600.0000,0.0000,0.0000,-11115.0000,2.0000,0.0000,-1297.0000,0.0000,1374.0000,3025.0000,79359.0000,16243.0000,17996.0000,,,,,17784.0000,,,393780.0000,0.0000,3.0000,157.0000,12.3000,0.2000,12.5000,25262.0000,258.0000,128349.0000,6537.0000,134886.0000,35485.0000,328.0000,696.0000,-164.0000,0.0000,-11.0000,0.0000,64.0000,437.0000,-159.0000,448.0000,0.0000,,850.0000,,1104.7190,1112.5110,1096.3850,1312.9410,10.1000,1085.3430,1088.8800,0.0100,-9.0000,13.0000,,2450.0000,183333.0000,0.0000,628.0000,17975.0000,19097.0000,19097.0000,0.0000,96277.0000,373.0000,,,279610.0000,183333.0000,,,,,188.0000,56.0000,2.7100,2.7100,0.5700,0.5700,2.7300,0.5800,0.5800,2.7300,173.0000,,,,68.0000,216.0000,15002.0000,,24373.0000,0.0000,,,12,,,,,,17618.0000,,,,7.0000,,-0.2000,3014.0000,628.0000,637.0000,696.0000,693.0000,58072.0000,,61.0000,472.0000,240.0000,19.0000,834.0000,,453.0000,,42.0000,58.0000,3842.0000,21460.0000,19.0000,0.0000,,21.0000,119632.0000,167.6500,2876.0000,1007.0000,62696.0000,0.0000,,-10869.0000,62539.0000,15934.0000,38123.0000,433.0000,393780.0000,355005.0000,354805.0000,0.0000,0.0000,,738.0000,200.0000,938.0000,3.0000,327.0000,,13.6500,13.6500,614.3500,679.3500,,,2.6800,0.5600,682.3500,-168.0000,628.0000,760.0000,597.0000,774.0000,0.9900,693.0000,6.0000,292.0000,18.0000,0.0000,,,,0.0000,0.0000,995.0000,150.0000,148.0000,2.7600,2.7800,0.5800,2973.0000,143.0000,0.5900,,,,,,4066.0000,39550.0000,163.0000,871.0000,163.0000,0.0260,1379.0000,42.6700,0.0000,0.0260,2552.0000,2552.0000,2552.0000,0.0000,,,,,,157.0000,0.0000,,,,,,-1295.0000,562.0000,-1632.0000,17374.0000,19974.0000,157.0000,,,,,,,1758.0000,38037.0000,,,,,0.0000,51858.0000,-0.0100,-0.0100,-13.0000,-18.0000,-18.0000,523.0000,10.0000,6.0000,,37072.0000,2929.0000,3779.0000,147981.0000,,7368.0000,-7.3500,38775.0000,131629.0000,864.0000,86028.0000,,5498.0000,2966.0000,163.0000,7164.0000,227.5980,0.0000,7164.0000,115566.0000,0.0000,453.0000,175.0000,674.0000,24158.0000,,,,,75.0000,,,0.0000,5.0000,11.0000,74.0000,0.0000,1481.0000,2692.0000,,,,0.0000,1191.0000,554.0000,574.0000,927.0000
A,USD,STD,BANK,C,BK,03/31/2016,002019,45438.0000,0.0000,,-2390.0000,0.0000,0.0000,-13886.0000,,-2390.0000,,0.0000,1180.0000,3048.0000,82590.0000,15393.0000,17223.0000,,,,,16997.0000,,,372870.0000,69.0000,-9.0000,162.0000,12.0000,0.3000,12.3000,25432.0000,234.0000,111088.0000,3928.0000,115016.0000,35907.0000,278.0000,808.0000,37.0000,3.0000,-14.0000,0.0000,17.0000,1013.0000,148.0000,1027.0000,0.0000,,1071.0000,,1095.0785,1102.3623,1085.2840,1320.8840,16.2030,1077.0830,1079.6410,0.0100,-11.0000,13.0000,,,164337.0000,0.0000,793.0000,15631.0000,21686.0000,21686.0000,0.0000,93005.0000,364.0000,,,257342.0000,164337.0000,,,,,185.0000,13.0000,2.7700,2.7700,0.7300,0.7300,2.7900,0.7300,0.7300,2.7900,175.0000,,,,65.0000,207.0000,14803.0000,,26904.0000,0.0000,,,12,,,,,,17604.0000,,,,52.0000,,-13.6000,3056.0000,793.0000,804.0000,808.0000,817.0000,60971.0000,,87.0000,462.0000,268.0000,17.0000,883.0000,,444.0000,,49.0000,85.0000,5144.0000,22748.0000,18.0000,0.0000,,20.0000,118465.0000,276.0000,2874.0000,978.0000,60683.0000,0.0000,,-13525.0000,60521.0000,20000.0000,38926.0000,348.0000,372870.0000,333754.0000,333585.0000,0.0000,0.0000,,657.0000,169.0000,826.0000,-9.0000,,,13.0000,13.0000,780.0000,804.0000,,,2.7400,0.7200,795.0000,2.0000,793.0000,766.0000,756.0000,780.0000,1.0100,817.0000,4.0000,292.0000,17.0000,0.0000,,,,0.0000,0.0000,963.0000,138.0000,142.0000,2.8300,2.8500,0.7400,828.0000,86.0000,0.7400,,,,,,3741.0000,34127.0000,10.0000,1091.0000,10.0000,0.0260,1377.0000,35.6200,0.0000,0.0260,2552.0000,2552.0000,2552.0000,0.0000,,,,,,162.0000,0.0000,,,,,,-2390.0000,545.0000,,18203.0000,20593.0000,162.0000,,,,,,,1819.0000,38459.0000,,,,,0.0000,56298.0000,-0.0100,-0.0100,-11.0000,-17.0000,-17.0000,828.0000,,,,37317.0000,2756.0000,3827.0000,145129.0000,,6526.0000,-7.0000,39116.0000,112213.0000,812.0000,85770.0000,,6823.0000,2964.0000,10.0000,7741.0000,243.8010,0.0000,7741.0000,114724.0000,0.0000,444.0000,283.0000,592.0000,24299.0000,,,,,57.0000,,,0.0000,15.0000,17.0000,117.0000,0.0000,1459.0000,2629.0000,,,,0.0000,1285.0000,,611.0000,1459.0000
