date,year,quarter,bank,total_assets,total_equity,total_liabilities,cet1_ratio,lcr_ratio,slr_ratio,roa,roe,dividend_payout_ratio,repo,total_var
2023-09-30,2023,3,goldmansachs,1577153.0,106074.0,1459876.0,14.8,125.0,5.6,0.5,6.73,49.79,225679.0,123.04576025810977
2023-09-30,2023,3,jpmorgan,3898333.0,289967.0,3580962.0,14.5,112.0,6.0,1.34,18.16,24.28,262094.0,57.98708242048851
2023-09-30,2023,3,morganstanley,1169013.0,90461.0,1068855.0,16.1,127.0,5.5,0.85,10.14,62.07,76661.0,67.88731600447436
2023-09-30,2023,3,statestreet,284415.0,21645.0,260794.0,12.2,1.09,6.05,0.84,10.35,53.52,3097.0,11.964
2023-09-30,2023,3,wellsfargo,1909261.0,161267.0,1726888.0,12.04,123.0,6.93,0.97,11.15,23.76,80889.0,34.0
2023-06-30,2023,2,bankofamerica,3123198.0,254922.0,2839879.0,13.2,119.0,6.0,0.96,11.41,24.88,288627.0,81.0
2023-06-30,2023,2,bny,430382.0,36095.0,389384.0,11.1,120.0,5.7,0.67,7.64,28.67,21285.0,3.0
2023-06-30,2023,2,citigroup,2423675.0,188474.0,2214253.0,12.5,119.0,5.97,0.57,6.69,38.69,247294.0,148.0
2023-06-30,2023,2,goldmansachs,1571386.0,105790.0,1454893.0,14.4,126.0,5.6,0.56,7.8,80.67,222983.0,165.47533276090624
2023-06-30,2023,2,jpmorgan,3868240.0,285112.0,3555724.0,13.92,112.0,7.0,1.24,17.11,21.04,262782.0,66.47299692104781
2023-06-30,2023,2,morganstanley,1164911.0,91636.0,1063550.0,15.8,132.0,5.5,0.87,10.23,63.06,56363.0,73.54459233818055
2023-06-30,2023,2,statestreet,294561.0,22228.0,270357.0,12.7,1.08,6.1,0.92,11.37,27.96,4294.0,9.775
2023-06-30,2023,2,wellsfargo,1876320.0,160743.0,1694368.0,10.73,123.0,6.91,0.87,9.78,24.32,67602.0,35.0
2023-03-31,2023,1,bankofamerica,3194657.0,251799.0,2914461.0,12.9,117.0,7.1,0.89,11.02,23.17,314380.0,124.0
2023-03-31,2023,1,bny,425112.0,35796.0,384406.0,11.0,118.0,6.9,0.61,7.03,33.37,26540.0,4.0
2023-03-31,2023,1,citigroup,2455113.0,188050.0,2246094.0,12.28,120.0,5.96,0.64,7.76,23.28,242345.0,161.0
2023-03-31,2023,1,goldmansachs,1538349.0,106806.0,1420840.0,14.5,125.0,5.8,0.67,9.48,28.12,197387.0,142.84622742608147
2023-03-31,2023,1,jpmorgan,3744305.0,275678.0,3441223.0,13.9,114.0,5.9,1.09,15.22,24.3,242395.0,66.47299692104781
2023-03-31,2023,1,morganstanley,1199904.0,92076.0,1097950.0,15.1,135.0,6.7,0.87,10.5,46.02,60491.0,77.7875495884602
2023-03-31,2023,1,statestreet,290816.0,22774.0,266066.0,13.0,1.08,6.4,0.89,11.07,40.38,3695.0,9.517
2023-03-31,2023,1,wellsfargo,1886400.0,161720.0,1703180.0,12.03,122.0,6.96,0.75,8.58,24.66,62235.0,39.0
2022-12-31,2022,4,bankofamerica,3051375.0,244800.0,2778178.0,12.8,120.0,7.0,0.89,10.61,25.71,195635.0,68.0
2022-12-31,2022,4,bny,405783.0,35896.0,365042.0,11.33,118.0,5.8,0.6,6.33,61.99,12335.0,4.5
2022-12-31,2022,4,citigroup,2416676.0,182194.0,2214838.0,12.19,118.0,5.82,0.64,7.63,44.52,183827.0,184.0
2022-12-31,2022,4,goldmansachs,1441799.0,106486.0,1324610.0,14.4,129.0,5.8,0.78,10.47,74.26,110349.0,144.260546509508
2022-12-31,2022,4,jpmorgan,3665743.0,264928.0,3373411.0,13.6,112.0,5.6,1.02,13.69,28.05,200066.0,86.2734640890195
2022-12-31,2022,4,morganstanley,1180231.0,91391.0,1079000.0,15.3,132.0,6.7,0.94,11.15,61.81,62534.0,90.51642133929914
2022-12-31,2022,4,statestreet,301450.0,23215.0,276259.0,13.8,1.06,6.5,0.9,10.95,31.61,1177.0,7.816
2022-12-31,2022,4,wellsfargo,1881020.0,160779.0,1698807.0,10.6,122.0,6.86,0.7,7.65,40.11,30623.0,43.0
2022-09-30,2022,3,bankofamerica,3072953.0,240390.0,2803429.0,11.0,123.0,6.8,0.89,10.58,27.06,215627.0,51.0
2022-09-30,2022,3,bny,427953.0,34899.0,388209.0,10.0,116.0,5.4,0.64,7.23,94.98,11339.0,4.5
2022-09-30,2022,3,citigroup,2381064.0,179565.0,2181947.0,11.79,117.0,5.71,0.67,8.06,31.48,186055.0,159.0
2022-09-30,2022,3,goldmansachs,1555994.0,108587.0,1436704.0,14.6,124.0,5.6,0.92,13.07,30.15,159690.0,181.03284267859829
2022-09-30,2022,3,jpmorgan,3773884.0,255180.0,3485866.0,13.0,113.0,5.3,0.98,13.8,32.13,234336.0,76.37323050503365
2022-09-30,2022,3,morganstanley,1160029.0,92261.0,1057940.0,14.8,136.0,5.4,1.07,12.62,53.29,60133.0,86.2734640890195
2022-09-30,2022,3,statestreet,303568.0,23672.0,277920.0,14.0,1.06,6.75,0.87,10.72,34.68,4250.0,7.359
2022-09-30,2022,3,wellsfargo,1877745.0,156132.0,1699336.0,10.33,123.0,6.65,0.91,9.68,34.8,25396.0,37.0
2022-06-30,2022,2,bankofamerica,3111606.0,239984.0,2842488.0,12.2,118.0,6.5,0.91,10.76,28.69,204307.0,84.0
2022-06-30,2022,2,bny,452621.0,36146.0,411630.0,10.1,111.0,5.2,0.75,8.42,33.41,11434.0,6.9
2022-06-30,2022,2,citigroup,2380904.0,180019.0,2181278.0,11.72,115.0,5.63,0.72,8.66,22.47,177977.0,135.0
2022-06-30,2022,2,goldmansachs,1601224.0,107168.0,1483353.0,14.3,125.0,5.6,1.08,15.72,25.81,172894.0,175.3755663448921
2022-06-30,2022,2,jpmorgan,3841314.0,253305.0,3555171.0,12.9,110.0,5.3,1.04,14.68,36.25,219576.0,76.37323050503365
2022-06-30,2022,2,morganstanley,1173776.0,93846.0,1071114.0,15.2,128.0,6.6,1.17,13.59,51.07,66179.0,65.05867783762126
2022-06-30,2022,2,statestreet,300223.0,23791.0,274456.0,13.5,1.06,6.3,0.88,11.28,29.49,951.0,8.164
2022-06-30,2022,2,wellsfargo,1881142.0,157475.0,1701349.0,11.6,121.0,6.63,1.01,10.48,33.57,23887.0,32.0
2022-03-31,2022,1,bankofamerica,3238223.0,239480.0,2971606.0,12.0,116.0,6.3,1.0,12.1,25.85,214685.0,91.0
2022-03-31,2022,1,bny,473811.0,36961.0,431814.0,10.1,109.0,5.3,0.77,8.77,39.77,13181.0,4.9
2022-03-31,2022,1,citigroup,2394105.0,178714.0,2195752.0,11.41,116.0,5.58,0.78,9.51,25.32,182941.0,137.0
2022-03-31,2022,1,goldmansachs,1589441.0,104536.0,1474202.0,14.6,126.0,5.6,1.3,18.93,18.56,164569.0,138.6032701758018
2022-03-31,2022,1,jpmorgan,3954687.0,253061.0,3668788.0,12.7,110.0,5.2,1.11,16.13,37.93,218271.0,89.1021022558726
2022-03-31,2022,1,morganstanley,1222233.0,95151.0,1118158.0,14.5,130.0,6.8,1.23,14.59,35.35,60068.0,55.158444253635416
2022-03-31,2022,1,statestreet,322350.0,24248.0,296126.0,13.1,1.06,6.3,0.87,11.28,35.85,4277.0,11.328
2022-03-31,2022,1,wellsfargo,1939709.0,159186.0,1758020.0,11.82,119.0,6.61,1.18,12.34,27.79,19969.0,27.0
2021-12-31,2021,4,bankofamerica,3169495.0,245358.0,2899429.0,12.3,115.0,6.4,1.07,12.38,25.34,192329.0,74.0
2021-12-31,2021,4,bny,444438.0,38196.0,401047.0,11.2,109.0,5.5,0.83,8.94,34.06,11566.0,3.5
2021-12-31,2021,4,citigroup,2291413.0,182977.0,2088741.0,12.35,115.0,5.73,0.97,11.43,34.88,174255.0,128.0
2021-12-31,2021,4,goldmansachs,1463988.0,99223.0,1354062.0,14.9,122.0,5.6,1.65,21.72,18.33,165883.0,117.38848392440356
2021-12-31,2021,4,jpmorgan,3743567.0,259289.0,3449440.0,13.8,111.0,5.4,1.36,18.29,30.03,191575.0,52.32980608678232
2021-12-31,2021,4,morganstanley,1188140.0,97691.0,1081542.0,16.0,134.0,7.0,1.31,,0.0,62188.0,56.57276333706197
2021-12-31,2021,4,statestreet,314624.0,25387.0,287261.0,14.3,1.05,6.75,0.86,10.47,31.57,1575.0,15.468
2021-12-31,2021,4,wellsfargo,1948068.0,167549.0,1757958.0,11.35,118.0,6.89,1.22,12.58,12.75,21191.0,23.0
2021-09-30,2021,3,bankofamerica,3085446.0,249023.0,2812982.0,12.6,117.0,6.6,1.05,11.73,24.09,207428.0,66.0
2021-09-30,2021,3,bny,470533.0,39060.0,426481.0,11.7,111.0,5.7,0.81,8.62,33.6,11973.0,3.4
2021-09-30,2021,3,citigroup,2361876.0,182880.0,2160266.0,11.83,115.0,5.8,1.01,12.17,23.89,188998.0,139.0
2021-09-30,2021,3,goldmansachs,1443230.0,96344.0,1336933.0,14.1,127.0,5.6,1.72,24.42,13.25,167339.0,113.14552667412391
2021-09-30,2021,3,jpmorgan,3757576.0,255203.0,3467535.0,13.6,112.0,5.5,1.43,19.46,26.65,248391.0,50.91548700335576
2021-09-30,2021,3,morganstanley,1190476.0,98153.0,1083357.0,17.2,134.0,5.7,1.38,16.0,35.6,61987.0,63.64435875419471
2021-09-30,2021,3,statestreet,323139.0,25338.0,295825.0,13.8,1.05,6.9,0.85,9.95,30.16,637.0,17.503
2021-09-30,2021,3,wellsfargo,1954901.0,168758.0,1763830.0,12.43,119.0,6.94,1.04,10.66,17.15,29445.0,33.0
2021-06-30,2021,2,bankofamerica,3029894.0,253678.0,2752775.0,11.5,117.0,6.9,0.96,10.56,17.26,213787.0,84.0
2021-06-30,2021,2,bny,466963.0,40740.0,421169.0,12.6,110.0,6.0,0.8,8.56,27.47,12425.0,3.0
2021-06-30,2021,2,citigroup,2327868.0,184164.0,2124958.0,11.99,113.0,5.84,0.95,11.37,18.03,198353.0,134.0
2021-06-30,2021,2,goldmansachs,1387922.0,92687.0,1286032.0,13.4,138.0,5.5,1.6,22.92,8.25,151692.0,127.28871750838942
2021-06-30,2021,2,jpmorgan,3684256.0,253548.0,3397870.0,13.8,111.0,5.4,1.39,18.88,23.69,239751.0,60.81572058734161
2021-06-30,2021,2,morganstanley,1161805.0,99120.0,1053643.0,17.7,126.0,5.9,1.3,14.95,19.1,57645.0,67.88731600447436
2021-06-30,2021,2,statestreet,326528.0,23191.0,301361.0,11.2,1.04,5.95,0.78,9.79,24.59,658.0,16.594
2021-06-30,2021,2,wellsfargo,1945996.0,170442.0,1752869.0,12.73,123.0,7.09,0.93,9.52,7.24,33708.0,43.0
2021-03-31,2021,1,bankofamerica,2969992.0,249681.0,2695992.0,11.8,117.0,7.2,0.78,8.34,20.67,199443.0,99.0
2021-03-31,2021,1,bny,464984.0,40413.0,419581.0,12.6,110.0,5.8,0.77,8.54,32.44,15150.0,3.2
2021-03-31,2021,1,citigroup,2314266.0,182269.0,2110993.0,11.78,115.0,6.96,0.73,8.55,14.16,198029.0,123.0
2021-03-31,2021,1,goldmansachs,1301548.0,88461.0,1203884.0,13.5,138.0,6.5,1.26,17.1,6.68,130607.0,125.87439842496288
2021-03-31,2021,1,jpmorgan,3689336.0,249151.0,3408622.0,13.7,110.0,6.7,1.19,16.17,19.93,295623.0,149.9178228432142
2021-03-31,2021,1,morganstanley,1158772.0,98509.0,1051184.0,17.4,125.0,7.5,1.29,14.66,15.95,54624.0,97.58801675643188
2021-03-31,2021,1,statestreet,316885.0,23029.0,291880.0,11.9,1.07,6.3,0.68,9.75,37.22,587.0,15.187
2021-03-31,2021,1,wellsfargo,1959543.0,166048.0,1771195.0,12.6,127.0,7.91,0.4,3.67,9.87,46871.0,98.0
2020-12-31,2020,4,bankofamerica,2819627.0,248414.0,2546703.0,12.9,122.0,7.4,0.68,6.73,30.09,170323.0,74.0
2020-12-31,2020,4,bny,469633.0,41260.0,423513.0,13.1,,6.3,0.85,8.63,39.66,11305.0,3.5
2020-12-31,2020,4,citigroup,2260090.0,179962.0,2059890.0,11.73,118.0,7.0,0.53,5.57,26.74,181194.0,126.0
2020-12-31,2020,4,goldmansachs,1163028.0,84729.0,1067096.0,13.4,128.0,7.0,0.88,10.89,10.27,126571.0,118.80280300783012
2020-12-31,2020,4,jpmorgan,3384757.0,249291.0,3105403.0,13.8,110.0,6.9,0.96,11.34,23.76,210323.0,135.7746320089487
2020-12-31,2020,4,morganstanley,1115862.0,92531.0,1012713.0,16.4,129.0,4.0,1.11,12.68,19.38,50587.0,77.7875495884602
2020-12-31,2020,4,statestreet,314706.0,23729.0,288506.0,13.1,1.08,6.4,0.86,9.99,36.95,3413.0,16.61
2020-12-31,2020,4,wellsfargo,1952911.0,163544.0,1767199.0,11.94,133.0,8.05,0.19,1.09,15.07,46362.0,151.0
2020-09-30,2020,3,bankofamerica,2738452.0,245423.0,2469602.0,11.9,122.0,7.4,0.75,7.35,35.38,190769.0,71.0
2020-09-30,2020,3,bny,428398.0,40385.0,383051.0,13.0,111.0,6.5,1.08,10.53,31.85,15907.0,3.4
2020-09-30,2020,3,citigroup,2234459.0,175896.0,2039864.0,11.75,118.0,6.83,0.55,5.97,37.67,194534.0,130.0
2020-09-30,2020,3,goldmansachs,1132059.0,81447.0,1039409.0,12.9,130.0,6.8,0.64,7.74,13.86,101279.0,128.70303659181596
2020-09-30,2020,3,jpmorgan,3246076.0,241050.0,2974963.0,13.8,114.0,7.0,0.85,9.98,30.84,230364.0,127.28871750838942
2020-09-30,2020,3,morganstanley,955940.0,79874.0,866122.0,17.4,136.0,7.4,1.08,12.12,21.22,41376.0,82.03050683873985
2020-09-30,2020,3,statestreet,272075.0,23087.0,246517.0,12.8,1.09,,0.95,10.09,35.59,2430.0,14.718
2020-09-30,2020,3,wellsfargo,1922220.0,160075.0,1740188.0,11.51,134.0,8.05,0.18,1.06,14.24,44055.0,153.0
2020-06-30,2020,2,bankofamerica,2741688.0,242210.0,2476051.0,11.6,121.0,7.4,0.79,7.71,47.87,179024.0,89.0
2020-06-30,2020,2,bny,442316.0,39165.0,398350.0,12.6,112.0,6.2,1.07,10.96,30.85,14512.0,4.7
2020-06-30,2020,2,citigroup,2232715.0,173642.0,2040413.0,11.59,117.0,6.66,0.64,7.02,135.06,203819.0,245.0
2020-06-30,2020,2,goldmansachs,1141523.0,78826.0,1051494.0,11.9,144.0,6.6,0.52,6.1,228.43,88282.0,172.546928178039
2020-06-30,2020,2,jpmorgan,3213115.0,234403.0,2948649.0,13.2,117.0,6.8,0.85,9.94,65.18,231401.0,183.86148084545135
2020-06-30,2020,2,morganstanley,975363.0,78125.0,887354.0,16.1,147.0,7.3,1.02,11.61,18.05,50848.0,84.85914500559295
2020-06-30,2020,2,statestreet,280242.0,22402.0,255369.0,12.7,1.09,,0.95,10.24,27.64,3513.0,11.255
2020-06-30,2020,2,wellsfargo,1968766.0,158288.0,1788644.0,11.13,129.0,7.95,0.25,1.73,,49659.0,155.0
2020-03-31,2020,1,bankofamerica,2619954.0,241491.0,2355036.0,11.1,115.0,7.9,0.97,9.33,44.59,170043.0,99.0
2020-03-31,2020,1,bny,468155.0,37603.0,426776.0,11.4,115.0,6.0,1.1,11.4,29.97,13128.0,6.4
2020-03-31,2020,1,citigroup,2219770.0,174351.0,2026788.0,11.17,115.0,6.0,0.83,9.09,48.22,213525.0,119.0
2020-03-31,2020,1,goldmansachs,1089756.0,81176.0,997377.0,12.3,131.0,5.9,0.74,8.53,39.98,95864.0,114.55984575755048
2020-03-31,2020,1,jpmorgan,3139431.0,231199.0,2878169.0,12.3,114.0,6.0,1.02,12.21,114.32,226530.0,83.4448259221664
2020-03-31,2020,1,morganstanley,947795.0,77340.0,860567.0,15.2,127.0,6.2,0.94,10.39,35.28,45816.0,56.57276333706197
2020-03-31,2020,1,statestreet,362527.0,21390.0,338666.0,11.1,1.09,5.4,0.8,10.0,31.55,5373.0,9.528
2020-03-31,2020,1,wellsfargo,1981349.0,161371.0,1798019.0,11.41,121.0,8.03,0.76,7.52,4990.48,79036.0,33.0
2019-12-31,2019,4,bankofamerica,2434079.0,241409.0,2169269.0,11.5,116.0,7.9,1.15,10.73,23.87,165109.0,86.0
2019-12-31,2019,4,bny,381508.0,37941.0,339780.0,11.5,120.0,6.6,1.2,11.34,20.65,11401.0,5.7
2019-12-31,2019,4,citigroup,1951158.0,175262.0,1757212.0,12.13,115.0,5.0,1.01,10.3,23.73,155164.0,67.0
2019-12-31,2019,4,goldmansachs,992968.0,79062.0,902703.0,13.7,127.0,6.2,0.88,9.99,26.28,117756.0,82.03050683873985
2019-12-31,2019,4,jpmorgan,2687379.0,234337.0,2426049.0,13.4,116.0,6.3,1.37,14.91,34.74,177692.0,52.32980608678232
2019-12-31,2019,4,morganstanley,895429.0,73029.0,812732.0,16.9,134.0,8.3,1.06,11.76,27.19,54200.0,55.158444253635416
2019-12-31,2019,4,statestreet,245610.0,21469.0,221179.0,11.7,1.1,6.1,0.91,9.45,38.01,1102.0,10.104
2019-12-31,2019,4,wellsfargo,1927555.0,165597.0,1739571.0,11.28,120.0,8.31,1.05,10.6,84.25,92403.0,31.0
2019-09-30,2019,3,bankofamerica,2426330.0,244781.0,2157943.0,11.7,,8.2,1.16,10.85,31.47,202067.0,81.0
2019-09-30,2019,3,bny,373168.0,37578.0,331698.0,11.1,117.0,6.5,1.07,9.74,29.43,11796.0,6.1
2019-09-30,2019,3,citigroup,2014802.0,176893.0,1817732.0,12.1,113.0,5.0,0.95,9.8,25.46,180875.0,66.0
2019-09-30,2019,3,goldmansachs,1007320.0,80809.0,915308.0,13.4,134.0,6.2,0.88,10.24,25.99,109438.0,82.03050683873985
2019-09-30,2019,3,jpmorgan,2764661.0,235985.0,2500313.0,13.1,115.0,6.3,1.3,14.21,33.26,238027.0,55.158444253635416
2019-09-30,2019,3,morganstanley,902604.0,73862.0,819054.0,16.6,140.0,8.2,0.96,10.81,28.01,59462.0,59.40140150391506
2019-09-30,2019,3,statestreet,244606.0,21519.0,219397.0,12.2,1.1,6.6,0.87,8.88,35.8,1330.0,10.438
2019-09-30,2019,3,wellsfargo,1943950.0,171755.0,1749534.0,11.88,119.0,8.68,1.22,12.16,55.24,110399.0,24.0
2019-06-30,2019,2,bankofamerica,2395892.0,246719.0,2124484.0,12.0,,8.4,1.24,11.37,19.97,194948.0,96.0
2019-06-30,2019,2,bny,381168.0,37991.0,339333.0,11.1,117.0,6.8,1.05,9.63,27.98,11757.0,5.3
2019-06-30,2019,2,citigroup,1988226.0,179379.0,1790116.0,12.45,115.0,6.38,0.94,9.43,23.47,168861.0,69.0
2019-06-30,2019,2,goldmansachs,944903.0,79689.0,854011.0,13.5,133.0,6.4,0.97,11.18,14.51,70879.0,73.54459233818055
2019-06-30,2019,2,jpmorgan,2727379.0,236222.0,2464164.0,13.1,113.0,6.4,1.29,13.92,28.2,193884.0,65.05867783762126
2019-06-30,2019,2,morganstanley,891959.0,73204.0,809114.0,16.7,154.0,8.4,0.95,10.78,24.82,62294.0,59.40140150391506
2019-06-30,2019,2,statestreet,241540.0,21764.0,216086.0,12.3,1.11,6.7,0.92,10.02,32.59,1829.0,10.937
2019-06-30,2019,2,wellsfargo,1923388.0,176021.0,1723351.0,12.61,121.0,9.12,1.3,12.76,34.46,102560.0,20.0
2019-03-31,2019,1,bankofamerica,2377164.0,244684.0,2110154.0,11.9,,8.4,1.21,11.14,21.2,188451.0,85.0
2019-03-31,2019,1,bny,346132.0,37683.0,304663.0,11.1,118.0,6.8,1.1,9.86,29.83,11761.0,6.2
2019-03-31,2019,1,citigroup,1958413.0,178272.0,1761398.0,12.51,119.0,6.44,0.93,9.24,24.48,172231.0,81.0
2019-03-31,2019,1,goldmansachs,925349.0,79070.0,835076.0,13.4,134.0,6.4,0.99,11.65,14.02,70569.0,77.7875495884602
2019-03-31,2019,1,jpmorgan,2737188.0,232844.0,2477351.0,13.0,111.0,6.5,1.23,13.49,30.07,209100.0,73.54459233818055
2019-03-31,2019,1,morganstanley,875964.0,72204.0,794072.0,16.7,150.0,8.4,1.0,11.27,21.96,47948.0,65.05867783762126
2019-03-31,2019,1,statestreet,228332.0,21348.0,203294.0,12.1,1.1,6.6,1.01,10.95,39.16,1420.0,9.872
2019-03-31,2019,1,wellsfargo,1887792.0,174618.0,1689059.0,12.59,123.0,9.15,1.25,12.24,37.3,93896.0,15.0
2018-12-31,2018,4,bankofamerica,2354507.0,242999.0,2089182.0,11.9,118.0,8.4,1.21,10.94,20.91,186988.0,86.0
2018-12-31,2018,4,bny,362873.0,37096.0,322005.0,10.7,118.0,6.6,1.13,10.6,34.15,14243.0,6.6
2018-12-31,2018,4,citigroup,1917383.0,177760.0,1720309.0,12.3,121.0,6.41,0.95,9.18,28.15,166090.0,95.0
2018-12-31,2018,4,goldmansachs,931796.0,78982.0,841611.0,13.1,127.0,6.2,1.08,12.55,16.62,78723.0,69.3016350879009
2018-12-31,2018,4,jpmorgan,2622532.0,230447.0,2366017.0,12.9,113.0,6.4,1.26,13.35,40.05,172839.0,72.130273254754
2018-12-31,2018,4,morganstanley,853531.0,71726.0,772125.0,17.1,145.0,8.4,1.04,11.7,11.76,49759.0,69.3016350879009
2018-12-31,2018,4,statestreet,244596.0,21047.0,219859.0,12.1,1.08,6.3,1.06,11.81,49.18,1082.0,10.64
2018-12-31,2018,4,wellsfargo,1895883.0,172952.0,1698817.0,12.43,121.0,9.07,1.2,11.76,37.69,92430.0,16.0
2018-09-30,2018,3,bankofamerica,2338833.0,239832.0,2076675.0,11.4,120.0,8.3,1.09,9.67,22.34,171600.0,77.0
2018-09-30,2018,3,bny,349770.0,38018.0,307909.0,11.2,121.0,7.0,1.07,9.49,29.03,10158.0,4.7
2018-09-30,2018,3,citigroup,1925165.0,177969.0,1727302.0,12.16,120.0,6.5,0.92,8.46,26.15,162104.0,82.0
2018-09-30,2018,3,goldmansachs,957190.0,75559.0,870428.0,12.4,128.0,6.0,1.1,13.0,12.68,85920.0,74.9589114216071
2018-09-30,2018,3,jpmorgan,2615183.0,231192.0,2356227.0,12.9,115.0,6.5,1.22,12.84,34.0,169251.0,49.501167919929216
2018-09-30,2018,3,morganstanley,865517.0,70183.0,785443.0,16.7,135.0,8.2,1.07,12.14,30.54,60328.0,59.40140150391506
2018-09-30,2018,3,statestreet,234007.0,20863.0,209454.0,14.1,1.07,7.1,1.18,12.84,19.21,1690.0,6.011
2018-09-30,2018,3,wellsfargo,1872981.0,175259.0,1673302.0,12.51,124.0,9.22,1.09,10.39,34.28,92418.0,12.0
2018-06-30,2018,2,bankofamerica,2291670.0,241035.0,2027454.0,11.4,122.0,8.4,1.03,9.02,18.84,177903.0,96.0
2018-06-30,2018,2,bny,352928.0,37963.0,311182.0,11.9,118.0,6.7,1.06,9.57,23.38,13200.0,5.3
2018-06-30,2018,2,citigroup,1912334.0,181059.0,1711366.0,12.45,119.0,6.6,0.91,8.09,20.06,162673.0,90.0
2018-06-30,2018,2,goldmansachs,968610.0,75396.0,882011.0,11.5,131.0,5.8,1.07,12.43,13.37,93219.0,90.51642133929914
2018-06-30,2018,2,jpmorgan,2590050.0,231390.0,2332592.0,12.8,115.0,6.5,1.16,12.1,24.25,165484.0,49.501167919929216
2018-06-30,2018,2,morganstanley,875875.0,70589.0,795369.0,15.8,128.0,8.2,1.03,11.64,26.93,50650.0,62.23003967076816
2018-06-30,2018,2,statestreet,248308.0,19375.0,225737.0,12.4,1.08,6.2,1.1,13.07,28.12,3088.0,6.548
2018-06-30,2018,2,wellsfargo,1879700.0,179451.0,1673631.0,12.67,123.0,9.51,1.0,9.46,39.65,89307.0,15.0
2018-03-31,2018,1,bankofamerica,2328478.0,241552.0,2062254.0,11.4,124.0,8.4,0.95,8.35,19.06,178528.0,85.0
2018-03-31,2018,1,bny,373597.0,38186.0,331473.0,11.7,116.0,6.5,1.02,9.28,21.83,21600.0,6.5
2018-03-31,2018,1,citigroup,1922104.0,182759.0,1719238.0,12.23,120.0,6.71,0.88,7.77,19.19,157875.0,102.0
2018-03-31,2018,1,goldmansachs,973535.0,72376.0,889956.0,11.1,129.0,5.7,0.99,11.7,10.81,94690.0,103.24529309013808
2018-03-31,2018,1,jpmorgan,2609785.0,230133.0,2353584.0,12.5,115.0,6.5,1.11,11.62,23.56,163698.0,60.81572058734161
2018-03-31,2018,1,morganstanley,858495.0,69514.0,779006.0,15.5,121.0,8.2,0.96,10.83,21.03,51575.0,65.05867783762126
2018-03-31,2018,1,statestreet,250286.0,19203.0,227887.0,12.1,1.09,6.0,1.06,12.79,25.54,2020.0,6.62
2018-03-31,2018,1,wellsfargo,1915388.0,178725.0,1709478.0,12.66,123.0,9.32,1.02,9.94,40.38,80916.0,17.0
2017-12-31,2017,4,bankofamerica,2281234.0,244823.0,2014088.0,11.5,125.0,8.6,0.99,8.45,30.62,176865.0,86.0
2017-12-31,2017,4,bny,371758.0,37709.0,330012.0,10.7,118.0,6.6,0.97,8.67,60.78,15163.0,5.0
2017-12-31,2017,4,citigroup,1842465.0,181487.0,1640793.0,12.39,123.0,6.68,2.12,19.24,23.24,142972.0,93.0
2017-12-31,2017,4,goldmansachs,916776.0,70390.0,834533.0,10.7,132.0,5.8,0.98,11.07,13.11,84718.0,76.37323050503365
2017-12-31,2017,4,jpmorgan,2533600.0,229625.0,2277907.0,12.7,119.0,6.5,1.05,10.69,34.41,151006.0,48.08684883650267
2017-12-31,2017,4,morganstanley,851733.0,68871.0,773267.0,16.9,128.0,8.2,0.89,9.91,37.1,56424.0,53.74412517020887
2017-12-31,2017,4,statestreet,238425.0,19121.0,216108.0,12.3,1.12,7.3,1.11,13.39,31.93,2842.0,8.475
2017-12-31,2017,4,wellsfargo,1951757.0,181578.0,1743678.0,12.28,124.0,,0.91,8.82,59.28,88684.0,13.0
2017-09-30,2017,3,bankofamerica,2283896.0,250136.0,2011437.0,11.9,126.0,9.0,0.91,7.59,25.49,189790.0,81.0
2017-09-30,2017,3,bny,354397.0,36981.0,313293.0,11.1,119.0,6.8,1.04,9.74,25.95,10314.0,3.8
2017-09-30,2017,3,citigroup,1889133.0,208381.0,1660511.0,14.17,123.0,7.29,0.85,6.78,22.69,145668.0,89.0
2017-09-30,2017,3,goldmansachs,930132.0,75089.0,843840.0,12.0,128.0,6.1,0.95,10.57,14.84,86424.0,66.47299692104781
2017-09-30,2017,3,jpmorgan,2563074.0,232314.0,2304692.0,12.9,120.0,6.6,1.06,10.87,31.64,159526.0,42.429572502796475
2017-09-30,2017,3,morganstanley,853693.0,70458.0,773579.0,16.7,130.0,8.4,0.87,9.49,32.82,53983.0,60.81572058734161
2017-09-30,2017,3,statestreet,235986.0,19301.0,213489.0,12.6,1.12,7.4,0.98,11.59,20.35,3867.0,7.546
2017-09-30,2017,3,wellsfargo,1934939.0,180353.0,1728115.0,12.61,128.0,,1.11,10.97,46.87,79824.0,15.0
2017-06-30,2017,2,bankofamerica,2254529.0,245767.0,1983542.0,11.6,,8.9,0.9,7.5,15.74,196407.0,96.0
2017-06-30,2017,2,bny,354815.0,36432.0,314317.0,10.8,116.0,6.7,1.04,9.79,21.8,10934.0,4.1
2017-06-30,2017,2,citigroup,1864063.0,210766.0,1632956.0,14.15,125.0,7.41,0.84,6.63,12.78,141607.0,96.0
2017-06-30,2017,2,goldmansachs,906518.0,75472.0,819843.0,12.5,,6.3,0.95,10.67,19.01,83635.0,72.130273254754
2017-06-30,2017,2,jpmorgan,2563174.0,232415.0,2304691.0,12.7,115.0,6.6,1.05,10.72,27.35,154404.0,38.18661525251682
2017-06-30,2017,2,morganstanley,841016.0,70306.0,761049.0,16.0,,8.5,0.85,9.25,33.98,50697.0,72.130273254754
